Action,Id,RuleSet,Category,Title,Severity,Reasoning
None,IDE0018,.NET Style,,Inline variable declaration,Warning,
None,IDE0019,.NET Style,,Use pattern matching to avoid as followed by a null check,Warning,
None,IDE0020,.NET Style,,Use pattern matching to avoid is check followed by a cast (with variable),Warning,
None,IDE0021,.NET Style,,Use expression body for constructors,Warning,
None,IDE0022,.NET Style,,Use expression body for methods,Warning,
None,IDE0023,.NET Style,,Use expression body for conversion operators,Warning,
None,IDE0024,.NET Style,,Use expression body for operators,Warning,
None,IDE0025,.NET Style,,Use expression body for properties,Warning,
None,IDE0026,.NET Style,,Use expression body for indexers,Warning,
None,IDE0027,.NET Style,,Use expression body for accessors,Warning,
None,IDE0028,.NET Style,,Use collection initializers,Warning,
None,IDE0029,.NET Style,,Null check can be simplified,Warning,
None,IDE0030,.NET Style,,Null check can be simplified,Warning,
None,IDE0031,.NET Style,,Use null propagation,Warning,
None,IDE0032,.NET Style,,Use auto property,Warning,
None,IDE0033,.NET Style,,Use explicitly provided tuple name,Warning,
None,IDE0034,.NET Style,,Simplify default expression,Warning,
None,IDE0035,.NET Style,,Remove unreachable code,Warning,
None,IDE0036,.NET Style,,Order modifiers,Warning,
None,IDE0037,.NET Style,,Use inferred member name,Warning,
None,IDE0038,.NET Style,,Use pattern matching to avoid is check followed by a cast (without variable),Warning,
None,IDE0039,.NET Style,,Use local function instead of lambda,Warning,
None,IDE0040,.NET Style,,Add accessibility modifiers,Warning,
None,IDE0041,.NET Style,,Use is null check,Warning,
None,IDE0042,.NET Style,,Deconstruct variable declaration,Warning,
None,IDE0043,.NET Style,,Format string contains invalid placeholder,Disabled,Deprecated in favor of CA2241.
None,IDE0044,.NET Style,,Add readonly modifier,Warning,
None,IDE0045,.NET Style,,Use conditional expression for assignment,Warning,
None,IDE0046,.NET Style,,Use conditional expression for return,Info,
None,IDE0047,.NET Style,,Remove unnecessary parentheses,Warning,
None,IDE0048,.NET Style,,Add parentheses for clarity,Warning,
None,IDE0049,.NET Style,,Use language keywords instead of framework type names for type references,Warning,
None,IDE0050,.NET Style,,Convert anonymous type to tuple,Warning,
None,IDE0051,.NET Style,,Remove unused private member,Warning,
None,IDE0052,.NET Style,,Remove unread private member,Warning,
None,IDE0053,.NET Style,,Use expression body for lambdas,Warning,
None,IDE0054,.NET Style,,Use compound assignment,Warning,
None,IDE0055,.NET Style,,Fix formatting,Warning,
None,IDE0056,.NET Style,,Use index operator,Warning,
None,IDE0057,.NET Style,,Use range operator,Warning,
None,IDE0058,.NET Style,,Remove unused expression value,Disabled,
None,IDE0059,.NET Style,,Remove unnecessary value assignment,Warning,
None,IDE0060,.NET Style,,Remove unused parameter,Warning,
None,IDE0061,.NET Style,,Use expression body for local functions,Warning,
None,IDE0062,.NET Style,,Make local function static,Warning,
None,IDE0063,.NET Style,,Use simple using statement,Warning,
None,IDE0064,.NET Style,,Make struct fields writable,Warning,
None,IDE0065,.NET Style,,using directive placement,Warning,
None,IDE0066,.NET Style,,Use switch expression,Warning,
None,IDE0070,.NET Style,,Use System.HashCode.Combine,Warning,
None,IDE0071,.NET Style,,Simplify interpolation,Warning,
None,IDE0072,.NET Style,,Add missing cases to switch expression,Warning,
None,IDE0073,.NET Style,,Use file header,Disabled,
None,IDE0074,.NET Style,,Use coalesce compound assignment,Warning,
None,IDE0075,.NET Style,,Simplify conditional expression,Warning,
None,IDE0076,.NET Style,,Remove invalid global SuppressMessageAttribute,Warning,
None,IDE0077,.NET Style,,Avoid legacy format target in global SuppressMessageAttribute,Warning,
None,IDE0078,.NET Style,,Use pattern matching,Warning,
None,IDE0079,.NET Style,,Remove unnecessary suppression,Warning,
None,IDE0080,.NET Style,,Remove unnecessary suppression operator,Warning,
None,IDE0081,.NET Style,,Remove ByVal,Warning,
None,IDE0082,.NET Style,,Convert typeof to nameof,Warning,
None,IDE0083,.NET Style,,Use pattern matching (not operator),Warning,
None,IDE0084,.NET Style,,Use pattern matching (IsNot operator),Hidden,Visual Basic only
None,IDE0090,.NET Style,,Simplify new expression,Warning,
None,IDE0100,.NET Style,,Remove unnecessary equality operator,Warning,
None,IDE0110,.NET Style,,Remove unnecessary discard,Warning,
None,IDE0120,.NET Style,,Simplify LINQ expression,Warning,
None,IDE0121,.NET Style,,Simplify LINQ type check and cast,Warning,
None,IDE0130,.NET Style,,Namespace does not match folder structure,Warning,
None,IDE0140,.NET Style,,Simplify object creation,Hidden,Visual Basic only
None,IDE0150,.NET Style,,Prefer null check over type check,Warning,
None,IDE0160,.NET Style,,Use block-scoped namespace,Disabled,
None,IDE0161,.NET Style,,Use file-scoped namespace,Warning,
None,IDE0170,.NET Style,,Simplify property pattern,Warning,
None,IDE0180,.NET Style,,Use tuple to swap values,Warning,
None,IDE0200,.NET Style,,Remove unnecessary lambda expression,Warning,
None,IDE0210,.NET Style,,Convert to top-level statements,Warning,
None,IDE0211,.NET Style,,Convert to 'Program.Main' style program,Disabled,
None,IDE0220,.NET Style,,Add explicit cast in foreach loop,Warning,
None,IDE0221,.NET Style,,Add explicit cast,Disabled,
None,IDE0230,.NET Style,,Use UTF-8 string literal,Warning,
None,IDE0240,.NET Style,,Nullable directive is redundant,Warning,
None,IDE0241,.NET Style,,Nullable directive is unnecessary,Warning,
None,IDE0250,.NET Style,,Struct can be made 'readonly',Warning,
None,IDE0251,.NET Style,,Member can be made 'readonly',Warning,
None,IDE0260,.NET Style,,Use pattern matching,Warning,
None,IDE0270,.NET Style,,Null check can be simplified,Warning,
None,IDE0280,.NET Style,,Use nameof,Warning,
None,IDE0290,.NET Style,,Use primary constructor,Warning,
None,IDE0300,.NET Style,,Use collection expression for array,Warning,
None,IDE0301,.NET Style,,Use collection expression for empty,Warning,
None,IDE0302,.NET Style,,Use collection expression for stackalloc,Warning,
None,IDE0303,.NET Style,,Use collection expression for Create(),Warning,
None,IDE0304,.NET Style,,Use collection expression for builder,Warning,
None,IDE0305,.NET Style,,Use collection expression for fluent,Warning,
None,IDE0306,.NET Style,,Use collection expression for new,Warning,
None,IDE0320,.NET Style,,Make anonymous function static,Warning,
None,IDE0330,.NET Style,,Prefer 'System.Threading.Lock',Warning,
None,IDE0340,.NET Style,,Use unbound generic type,Warning,
None,IDE0350,.NET Style,,Use implicitly typed lambda,Warning,
None,IDE0360,.NET Style,,Simplify property accessor,Warning,
None,IDE0370,.NET Style,,Remove unnecessary suppression,Warning,
None,IDE0380,.NET Style,,Remove unnecessary 'unsafe' modifier,Warning,
None,IDE1005,.NET Style,,Use conditional delegate call,Warning,
None,IDE1006,.NET Style,,Naming styles,Warning,
None,IDE2000,.NET Style,,Avoid multiple blank lines,Warning,
None,IDE2001,.NET Style,,Embedded statements must be on their own line,Warning,
None,IDE2002,.NET Style,,Consecutive braces must not have blank line between them,Warning,
None,IDE2003,.NET Style,,Blank line required between block and subsequent statement,Warning,
None,IDE2004,.NET Style,,Blank line not allowed after constructor initializer colon,Warning,
None,IDE2005,.NET Style,,Blank line not allowed after conditional expression token,Warning,
None,IDE2006,.NET Style,,Blank line not allowed after arrow expression clause token,Warning,
None,IDE3000,.NET Style,,Implement with Copilot,Hidden,
None,EX006,Exceptionator,CodeQuality,Unreachable code after throw,Warning,
None,EX007,Exceptionator,CodeQuality,Pointless try/catch block,Warning,
None,EX009,Exceptionator,CodeQuality,Empty try block with catch,Warning,
None,EX017,Exceptionator,CodeQuality,Catch 'when' clause always true,Warning,
None,EX008,Exceptionator,Correctness,ThreadAbortException must not be swallowed,Warning,
None,EX024,Exceptionator,Correctness,Avoid catching fatal exceptions,Warning,
None,EX020,Exceptionator,Design,Exception class should be public,Warning,
None,EX026,Exceptionator,Documentation,Document explicitly thrown exceptions,Warning,
None,EX010,Exceptionator,ExceptionHandling,Task.WaitAll should be wrapped with AggregateException catch,Warning,
None,EX011,Exceptionator,ExceptionHandling,Empty catch block,Warning,
None,EX012,Exceptionator,ExceptionHandling,Don't throw exceptions from property getters,Warning,
None,EX013,Exceptionator,ExceptionHandling,Avoid throwing ex.InnerException,Warning,
None,EX014,Exceptionator,ExceptionHandling,Avoid logging only ex.Message,Warning,
None,EX015,Exceptionator,ExceptionHandling,Avoid logging ex.ToString(),Warning,
None,EX016,Exceptionator,ExceptionHandling,Don't throw null,Warning,
None,EX018,Exceptionator,ExceptionHandling,Filter exceptions using catch when or specific types,Warning,
None,EX022,Exceptionator,ExceptionHandling,Exception constructor must call base constructor correctly,Warning,
None,EX023,Exceptionator,Naming,Exception class name must end with 'Exception',Warning,
None,EX001,Exceptionator,Usage,Exception should include a message,Warning,
None,EX002,Exceptionator,Usage,Avoid throwing base exceptions,Warning,
None,EX003,Exceptionator,Usage,Missing inner exception,Warning,
None,EX004,Exceptionator,Usage,Use 'throw;' instead of 'throw ex;',Warning,
None,EX005,Exceptionator,Usage,Exception variable is unused,Warning,
None,EX019,Exceptionator,Usage,NotImplementedException left in code,Warning,
None,EX021,Exceptionator,Usage,Exception must implement standard constructors,Warning,
None,EX025,Exceptionator,Usage,Handle documented exceptions,Warning,
None,SX1101,StyleCop,Alternative,"A call to an instance member of the local class or a base class is prefixed with 'this.', within a C# code file.",Warning,
None,SX1309,StyleCop,Alternative,A field name does not begin with an underscore.,Warning,
None,SX1309S,StyleCop,Alternative,A static field name does not begin with an underscore.,Disabled,
None,SA1600,StyleCop,Documentation,A C# code element is missing a documentation header.,Warning,
None,SA1601,StyleCop,Documentation,A C# partial element is missing a documentation header.,Warning,
None,SA1602,StyleCop,Documentation,An item within a C# enumeration is missing an Xml documentation header.,Warning,
None,SA1603,StyleCop,Documentation,The Xml within a C# element's document header is badly formed.,Disabled,
None,SA1604,StyleCop,Documentation,The Xml header documentation for a C# element is missing a <summary> tag.,Warning,
None,SA1605,StyleCop,Documentation,The <summary> or <content> tag within the documentation header for a C# code element is missing or empty.,Warning,
None,SA1606,StyleCop,Documentation,The <summary> tag within the documentation header for a C# code element is empty.,Warning,
None,SA1607,StyleCop,Documentation,The <summary> or <content> tag within the documentation header for a C# code element is empty.,Warning,
None,SA1608,StyleCop,Documentation,The <summary> tag within an element's Xml header documentation contains the default text generated by Visual Studio during the creation of the element.,Warning,
None,SA1609,StyleCop,Documentation,The Xml header documentation for a C# property does not contain a <value> tag.,Disabled,
None,SA1610,StyleCop,Documentation,The Xml header documentation for a C# property contains an empty <value> tag.,Warning,
None,SA1611,StyleCop,Documentation,"A C# method, constructor, delegate or indexer element is missing documentation for one or more of its parameters.",Warning,
None,SA1612,StyleCop,Documentation,"The documentation describing the parameters to a C# method, constructor, delegate or indexer element does not match the actual parameters on the element.",Warning,
None,SA1613,StyleCop,Documentation,A <param> tag within a C# element's documentation header is missing a name attribute containing the name of the parameter.,Warning,
None,SA1614,StyleCop,Documentation,A <param> tag within a C# element's documentation header is empty.,Warning,
None,SA1615,StyleCop,Documentation,A C# element is missing documentation for its return value.,Warning,
None,SA1616,StyleCop,Documentation,The <returns> tag within a C# element's documentation header is empty.,Warning,
None,SA1617,StyleCop,Documentation,"A C# code element does not contain a return value, or returns void, but the documentation header for the element contains a <returns> tag.",Warning,
None,SA1618,StyleCop,Documentation,A generic C# element is missing documentation for one or more of its generic type parameters.,Warning,
None,SA1619,StyleCop,Documentation,"A generic, partial C# element is missing documentation for one or more of its generic type parameters, and the documentation for the element contains a <summary> tag.",Warning,
None,SA1620,StyleCop,Documentation,The <typeparam> tags within the Xml header documentation for a generic C# element do not match the generic type parameters on the element.,Warning,
None,SA1621,StyleCop,Documentation,"A <typeparam> tag within the Xml header documentation for a generic C# element is missing a name attribute, or contains an empty name attribute.",Warning,
None,SA1622,StyleCop,Documentation,A <typeparam> tag within the Xml header documentation for a generic C# element is empty.,Warning,
None,SA1623,StyleCop,Documentation,The documentation text within a C# property's <summary> tag does not match the accessors within the property.,Warning,
None,SA1624,StyleCop,Documentation,"The documentation text within a C# property's <summary> tag takes into account all of the accessors within the property, but one of the accessors has limited access.",Warning,
None,SA1625,StyleCop,Documentation,"The Xml documentation for a C# element contains two or more identical entries, indicating that the documentation has been copied and pasted.",Warning,
None,SA1626,StyleCop,Documentation,The C# code contains a single-line comment which begins with three forward slashes in a row.,Warning,
None,SA1627,StyleCop,Documentation,The Xml header documentation for a C# code element contains an empty tag.,Warning,
None,SA1628,StyleCop,Documentation,A section of the Xml header documentation for a C# element does not begin with a capital letter.,Disabled,
None,SA1629,StyleCop,Documentation,A section of the Xml header documentation for a C# element does not end with a period (also known as a full stop).,Disabled,
None,SA1630,StyleCop,Documentation,A section of the Xml header documentation for a C# element does not contain any whitespace between words.,Disabled,
None,SA1631,StyleCop,Documentation,A section of the Xml header documentation for a C# element does not contain enough alphabetic characters.,Disabled,
None,SA1632,StyleCop,Documentation,From StyleCop 4.5 this rule is disabled by default.,Disabled,
None,SA1633,StyleCop,Documentation,A C# code file is missing a standard file header.,Disabled,
None,SA1634,StyleCop,Documentation,The file header at the top of a C# code file is missing a copyright tag.,Warning,
None,SA1635,StyleCop,Documentation,The file header at the top of a C# code file is missing copyright text.,Warning,
None,SA1636,StyleCop,Documentation,The file header at the top of a C# code file does not contain the appropriate copyright text.,Warning,
None,SA1637,StyleCop,Documentation,The file header at the top of a C# code file is missing the file name.,Warning,
None,SA1638,StyleCop,Documentation,The file tag within the file header at the top of a C# code file does not contain the name of the file.,Warning,
None,SA1639,StyleCop,Documentation,The file header at the top of a C# code file does not contain a filled-in summary tag.,Disabled,
None,SA1640,StyleCop,Documentation,The file header at the top of a C# code file does not contain company name text.,Warning,
None,SA1641,StyleCop,Documentation,The file header at the top of a C# code file does not contain the appropriate company name text.,Warning,
None,SA1642,StyleCop,Documentation,The XML documentation header for a C# constructor does not contain the appropriate summary text.,Warning,
None,SA1643,StyleCop,Documentation,The Xml documentation header for a C# finalizer does not contain the appropriate summary text.,Warning,
None,SA1644,StyleCop,Documentation,A section within the Xml documentation header for a C# element contains blank lines.,Disabled,
None,SA1645,StyleCop,Documentation,An included Xml documentation file does not exist.,Disabled,
None,SA1646,StyleCop,Documentation,An included Xml documentation link contains an invalid path.,Disabled,
None,SA1647,StyleCop,Documentation,An include tag within an Xml documentation header does not contain valid file and path attribute.,Disabled,
None,SA1648,StyleCop,Documentation,<inheritdoc> has been used on an element that doesn't inherit from a base class or implement an interface.,Warning,
None,SA1649,StyleCop,Documentation,The file name of a C# code file does not match the first type declared in the file.,Warning,
None,SA1650,StyleCop,Documentation,The element documentation for the element contains one or more spelling mistakes or unrecognized words.,Disabled,
None,SA1651,StyleCop,Documentation,The documentation for the element contains one or more <placeholder> elements.,Warning,
None,SA1652,StyleCop,Documentation,This rule was moved to SA0001,Hidden,"Deprecated rule, merged into SA0001"
None,SA1500,StyleCop,Layout,"The opening or closing brace within a C# statement, element, or expression is not placed on its own line.",Warning,
None,SA1501,StyleCop,Layout,A C# statement containing opening and closing braces is written completely on a single line.,Warning,
None,SA1502,StyleCop,Layout,A C# element containing opening and closing braces is written completely on a single line.,Warning,
None,SA1503,StyleCop,Layout,The opening and closing braces for a C# statement have been omitted.,Warning,
None,SA1504,StyleCop,Layout,"Within a C# property, indexer or event, at least one of the child accessors is written on a single line, and at least one of the child accessors is written across multiple lines.",Warning,
None,SA1505,StyleCop,Layout,"An opening brace within a C# element, statement, or expression is followed by a blank line.",Warning,
None,SA1506,StyleCop,Layout,An element documentation header above a C# element is followed by a blank line.,Warning,
None,SA1507,StyleCop,Layout,The C# code contains multiple blank lines in a row.,Warning,
None,SA1508,StyleCop,Layout,"A closing brace within a C# element, statement, or expression is preceded by a blank line.",Warning,
None,SA1509,StyleCop,Layout,"An opening brace within a C# element, statement, or expression is preceded by a blank line.",Warning,
None,SA1510,StyleCop,Layout,Chained C# statements are separated by a blank line.,Warning,
None,SA1511,StyleCop,Layout,The while footer at the bottom of a do-while statement is separated from the statement by a blank line.,Warning,
None,SA1512,StyleCop,Layout,A single-line comment within C# code is followed by a blank line.,Warning,
None,SA1513,StyleCop,Layout,"A closing brace within a C# element, statement, or expression is not followed by a blank line.",Warning,
None,SA1514,StyleCop,Layout,An element documentation header above a C# element is not preceded by a blank line.,Warning,
None,SA1515,StyleCop,Layout,A single-line comment within C# code is not preceded by a blank line.,Warning,
None,SA1516,StyleCop,Layout,Adjacent C# elements are not separated by a blank line.,Warning,
None,SA1517,StyleCop,Layout,The code file has blank lines at the start.,Warning,
None,SA1518,StyleCop,Layout,The line endings at the end of a file do not match the settings for the project.,Warning,
None,SA1519,StyleCop,Layout,The opening and closing braces for a multi-line C# statement have been omitted.,Warning,
None,SA1520,StyleCop,Layout,"The opening and closing braces of a chained if/else if/else construct were included for some clauses, but omitted for others.",Warning,
None,SA1119,StyleCop,Maintainability,A C# statement contains parenthesis which are unnecessary and should be removed.,Warning,
None,SA1400,StyleCop,Maintainability,The access modifier for a C# element has not been explicitly defined.,Warning,
None,SA1401,StyleCop,Maintainability,A field within a C# class has an access modifier other than private.,Warning,
None,SA1402,StyleCop,Maintainability,A C# code file contains more than one unique type.,Warning,
None,SA1403,StyleCop,Maintainability,A C# code file contains more than one namespace.,Warning,
None,SA1404,StyleCop,Maintainability,A Code Analysis SuppressMessage attribute does not include a justification.,Warning,
None,SA1405,StyleCop,Maintainability,A call to Debug.Assert in C# code does not include a descriptive message.,Warning,
None,SA1406,StyleCop,Maintainability,A call to Debug.Fail in C# code does not include a descriptive message.,Warning,
None,SA1407,StyleCop,Maintainability,A C# statement contains a complex arithmetic expression which omits parenthesis around operators.,Warning,
None,SA1408,StyleCop,Maintainability,A C# statement contains a complex conditional expression which omits parenthesis around operators.,Warning,
None,SA1409,StyleCop,Maintainability,A C# file contains code which is unnecessary and can be removed without changing the overall logic of the code.,Disabled,
None,SA1410,StyleCop,Maintainability,"A call to a C# anonymous method does not contain any method parameters, yet the statement still includes parenthesis.",Warning,
None,SA1411,StyleCop,Maintainability,"An attribute declaration does not contain any parameters, yet it still includes parenthesis.",Warning,
None,SA1412,StyleCop,Maintainability,The encoding of the file is not UTF-8 with byte order mark.,Disabled,
None,SA1413,StyleCop,Maintainability,A multi-line initializer should use a comma on the last item.,Warning,
None,SA1414,StyleCop,Maintainability,Tuple types appearing in member declarations should have explicitly named tuple elements.,Warning,
None,SA1300,StyleCop,Naming,The name of a C# element does not begin with an upper-case letter.,Warning,
None,SA1301,StyleCop,Naming,There are currently no situations in which this rule will fire.,Warning,
None,SA1302,StyleCop,Naming,The name of a C# interface does not begin with the capital letter I.,Warning,
None,SA1303,StyleCop,Naming,The name of a constant C# field should begin with an upper-case letter.,Warning,
None,SA1304,StyleCop,Naming,The name of a non-private readonly C# field should being with an upper-case letter.,Warning,
None,SA1305,StyleCop,Naming,The name of a field or variable in C# uses Hungarian notation.,Disabled,
None,SA1306,StyleCop,Naming,The name of a field in C# does not begin with a lower-case letter.,Warning,
None,SA1307,StyleCop,Naming,The name of a public or internal field in C# does not begin with an upper-case letter.,Warning,
None,SA1308,StyleCop,Naming,A field name in C# is prefixed with m_ or s_.,Warning,
None,SA1309,StyleCop,Naming,A field name in C# begins with an underscore.,Disabled,
None,SA1310,StyleCop,Naming,A field name in C# contains an underscore.,Warning,
None,SA1311,StyleCop,Naming,The name of a static readonly field does not begin with an upper-case letter.,Warning,
None,SA1312,StyleCop,Naming,The name of a variable in C# does not begin with a lower-case letter.,Warning,
None,SA1313,StyleCop,Naming,The name of a parameter in C# does not begin with a lower-case letter.,Warning,
None,SA1314,StyleCop,Naming,The name of a C# type parameter does not begin with the capital letter T.,Warning,
None,SA1316,StyleCop,Naming,Element names within a tuple type should have the correct casing.,Warning,
None,SA1200,StyleCop,Ordering,A C# using directive is placed outside of a namespace element.,Warning,
None,SA1201,StyleCop,Ordering,An element within a C# code file is out of order in relation to the other elements in the code.,Warning,
None,SA1202,StyleCop,Ordering,"An element within a C# code file is out of order within regard to access level, in relation to other elements in the code.",Warning,
None,SA1203,StyleCop,Ordering,A constant field is placed beneath a non-constant field.,Warning,
None,SA1204,StyleCop,Ordering,A static element is positioned beneath an instance element of the same type.,Warning,
None,SA1205,StyleCop,Ordering,The partial element does not have an access modifier defined.,Warning,
None,SA1206,StyleCop,Ordering,The keywords within the declaration of an element do not follow a standard ordering scheme.,Warning,
None,SA1207,StyleCop,Ordering,The keyword protected is positioned after the keyword internal within the declaration of a protected internal C# element.,Warning,
None,SA1208,StyleCop,Ordering,"A using directive which declares a member of the System namespace appears after a using directive which declares a member of a different namespace, within a C# code file.",Warning,
None,SA1209,StyleCop,Ordering,A using-alias directive is positioned before a regular using directive.,Warning,
None,SA1210,StyleCop,Ordering,The using directives within a C# code file are not sorted alphabetically by namespace.,Warning,
None,SA1211,StyleCop,Ordering,The using-alias directives within a C# code file are not sorted alphabetically by alias name.,Warning,
None,SA1212,StyleCop,Ordering,A get accessor appears after a set accessor within a property or indexer.,Warning,
None,SA1213,StyleCop,Ordering,An add accessor appears after a remove accessor within an event.,Warning,
None,SA1214,StyleCop,Ordering,A readonly field is positioned beneath a non-readonly field.,Warning,
None,SA1215,StyleCop,Ordering,An instance readonly element is positioned beneath an instance non-readonly element of the same type.,Hidden,"Deprecated rule, merged into SA1214"
None,SA1216,StyleCop,Ordering,A using static directive is positioned at the wrong location (before a regular using directive or after an alias using directive).,Warning,
None,SA1217,StyleCop,Ordering,The using static directives within a C# code file are not sorted alphabetically by full type name.,Warning,
None,SA1100,StyleCop,Readability,"A call to a member from an inherited class begins with base., and the local class does not contain an override or implementation of the member.",Warning,
None,SA1101,StyleCop,Readability,"A call to an instance member of the local class or a base class is not prefixed with 'this.', within a C# code file.",Disabled,
None,SA1102,StyleCop,Readability,"A C# query clause does not begin on the same line as the previous clause, or on the next line.",Warning,
None,SA1103,StyleCop,Readability,"The clauses within a C# query expression are not all placed on the same line, and each clause is not placed on its own line.",Warning,
None,SA1104,StyleCop,Readability,"A clause within a C# query expression begins on the same line as the previous clause, when the previous clause spans across multiple lines.",Warning,
None,SA1105,StyleCop,Readability,"A clause within a C# query expression spans across multiple lines, and does not begin on its own line.",Warning,
None,SA1106,StyleCop,Readability,The C# code contains an extra semicolon.,Warning,
None,SA1107,StyleCop,Readability,The C# code contains more than one statement on a single line.,Warning,
None,SA1108,StyleCop,Readability,A C# statement contains a comment between the declaration of the statement and the opening brace of the statement.,Warning,
None,SA1109,StyleCop,Readability,A C# statement contains a region tag between the declaration of the statement and the opening brace of the statement.,Warning,
None,SA1110,StyleCop,Readability,"The opening parenthesis or bracket in a call to a C# method or indexer, or the declaration of a method or indexer, is not placed on the same line as the method or indexer name.",Warning,
None,SA1111,StyleCop,Readability,"The closing parenthesis or bracket in a call to a C# method or indexer, or the declaration of a method or indexer, is not placed on the same line as the last parameter.",Warning,
None,SA1112,StyleCop,Readability,"The closing parenthesis or bracket in a call to a C# method or indexer, or the declaration of a method or indexer, is not placed on the same line as the opening bracket when the element does not take any parameters.",Warning,
None,SA1113,StyleCop,Readability,"A comma between two parameters in a call to a C# method or indexer, or in the declaration of a method or indexer, is not placed on the same line as the previous parameter.",Warning,
None,SA1114,StyleCop,Readability,"The start of the parameter list for a method or indexer call or declaration does not begin on the same line as the opening bracket, or on the line after the opening bracket.",Warning,
None,SA1115,StyleCop,Readability,"A parameter within a C# method or indexer call or declaration does not begin on the same line as the previous parameter, or on the next line.",Warning,
None,SA1116,StyleCop,Readability,"The parameters to a C# method or indexer call or declaration span across multiple lines, but the first parameter does not start on the line after the opening bracket.",Warning,
None,SA1117,StyleCop,Readability,The parameters to a C# method or indexer call or declaration are not all on the same line or each on a separate line.,Warning,
None,SA1118,StyleCop,Readability,"A parameter to a C# method or indexer, other than the first parameter, spans across multiple lines.",Warning,
None,SA1120,StyleCop,Readability,The C# comment does not contain any comment text.,Warning,
None,SA1121,StyleCop,Readability,"The code uses one of the basic C# types, but does not use the built-in alias for the type.",Warning,
None,SA1122,StyleCop,Readability,"The C# code includes an empty string, written as """".",Warning,
None,SA1123,StyleCop,Readability,The C# code contains a region within the body of a code element.,Warning,
None,SA1124,StyleCop,Readability,The C# code contains a region.,Warning,
None,SA1125,StyleCop,Readability,The Nullable type has been defined not using the C# shorthand.,Warning,
None,SA1126,StyleCop,Readability,"A call to a member is not prefixed with the 'this.', 'base.', 'object.' or 'typename.' prefix to indicate the intended method call, within a C# code file.",Disabled,
None,SA1127,StyleCop,Readability,"A generic constraint on a type or method declaration is on the same line as the declaration, within a C# code file.",Warning,
None,SA1128,StyleCop,Readability,"A constructor initializer is on the same line as the constructor declaration, within a C# code file.",Warning,
None,SA1129,StyleCop,Readability,A value type was constructed using the syntax new T().,Warning,
None,SA1130,StyleCop,Readability,"An anonymous method was declared using the form delegate (parameters) { }, when a lambda expression would provide equivalent behavior with the syntax (parameters) => { }.",Warning,
None,SA1131,StyleCop,Readability,"A comparison was made between a variable and a literal or constant value, and the variable appeared on the right-hand side of the expression.",Warning,
None,SA1132,StyleCop,Readability,Two or more fields were declared in the same field declaration syntax.,Warning,
None,SA1133,StyleCop,Readability,Two or more attributes appeared within the same set of square brackets.,Warning,
None,SA1134,StyleCop,Readability,An attribute is placed on the same line of code as another attribute or element.,Warning,
None,SA1135,StyleCop,Readability,A using directive is not qualified.,Warning,
None,SA1136,StyleCop,Readability,Multiple enum values are placed on the same line of code.,Warning,
None,SA1137,StyleCop,Readability,Two sibling elements which each start on their own line have different levels of indentation.,Warning,
None,SA1139,StyleCop,Readability,Use literal suffix notation instead of casting.,Warning,
None,SA1141,StyleCop,Readability,Use tuple syntax instead of the underlying ValueTuple implementation type.,Warning,
None,SA1142,StyleCop,Readability,An element of a tuple was referenced by its metadata name when an element name is available.,Warning,
None,SA1000,StyleCop,Spacing,The spacing around a C# keyword is incorrect.,Warning,
None,SA1001,StyleCop,Spacing,"The spacing around a comma is incorrect, within a C# code file.",Warning,
None,SA1002,StyleCop,Spacing,"The spacing around a semicolon is incorrect, within a C# code file.",Warning,
None,SA1003,StyleCop,Spacing,"The spacing around an operator symbol is incorrect, within a C# code file.",Warning,
None,SA1004,StyleCop,Spacing,A line within a documentation header above a C# element does not begin with a single space.,Warning,
None,SA1005,StyleCop,Spacing,A single-line comment within a C# code file does not begin with a single space.,Warning,
None,SA1006,StyleCop,Spacing,A C# preprocessor-type keyword is preceded by space.,Warning,
None,SA1007,StyleCop,Spacing,The operator keyword within a C# operator overload method is not followed by any whitespace.,Warning,
None,SA1008,StyleCop,Spacing,An opening parenthesis within a C# statement is not spaced correctly.,Warning,
None,SA1009,StyleCop,Spacing,A closing parenthesis within a C# statement is not spaced correctly.,Warning,
None,SA1010,StyleCop,Spacing,An opening square bracket within a C# statement is not spaced correctly.,Warning,
None,SA1011,StyleCop,Spacing,A closing square bracket within a C# statement is not spaced correctly.,Warning,
None,SA1012,StyleCop,Spacing,An opening brace within a C# element is not spaced correctly.,Warning,
None,SA1013,StyleCop,Spacing,A closing brace within a C# element is not spaced correctly.,Warning,
None,SA1014,StyleCop,Spacing,An opening generic bracket within a C# element is not spaced correctly.,Warning,
None,SA1015,StyleCop,Spacing,A closing generic bracket within a C# element is not spaced correctly.,Warning,
None,SA1016,StyleCop,Spacing,An opening attribute bracket within a C# element is not spaced correctly.,Warning,
None,SA1017,StyleCop,Spacing,A closing attribute bracket within a C# element is not spaced correctly.,Warning,
None,SA1018,StyleCop,Spacing,A nullable type symbol within a C# element is not spaced correctly.,Warning,
None,SA1019,StyleCop,Spacing,"The spacing around a member access symbol is incorrect, within a C# code file.",Warning,
None,SA1020,StyleCop,Spacing,An increment or decrement symbol within a C# element is not spaced correctly.,Warning,
None,SA1021,StyleCop,Spacing,A negative sign within a C# element is not spaced correctly.,Warning,
None,SA1022,StyleCop,Spacing,A positive sign within a C# element is not spaced correctly.,Warning,
None,SA1023,StyleCop,Spacing,A dereference symbol or an access-of symbol within a C# element is not spaced correctly.,Warning,
